conm,fyear,at,roe,return
MINOTAUR EXPLORATION LTD,2006,31.822,0.214005577,-0.142857143
ALPHA TECHNOLOGIES CORP LTD,2007,20.497,0.117775354,-0.142857143
EQUATORIAL RESOURCES LTD,2008,21.557,-0.109762215,-0.142857143
CONNECTED IO LTD,2009,3.056,-1.052057095,-0.142857143
BEAM COMMUNICATIONS HLDG LTD,2009,3.002,,-0.142857143
PAN ASIA CORP LTD,2010,7.988,-0.898889014,-0.142857143
HAWTHORN RESOURCES LTD,2010,11.089,-0.24542301,-0.142857143
ATC ALLOYS LTD,2010,26.68,-0.249451496,-0.142857143
SOUTHERN CROSS EXPLORATION,2010,18.042,-0.024031091,-0.142857143
AUSTRALIAN SILICA QUARTZ GRP,2011,65.689,-0.05441873,-0.142857143
GTI ENERGY LTD,2011,1.163,-0.302140159,-0.142857143
HEEMSKIRK CONSOLIDATED LTD,2012,37.514,-0.118822643,-0.142857143
ANALYTICA LTD,2013,0.423,-1.550853242,-0.142857143
SITE GROUP INTERNATIONAL LTD,2013,13.471,-0.753625065,-0.142857143
GOLDEN CROSS RESOURCES LTD,2013,17.4,-0.528263318,-0.142857143
JCURVE SOLUTIONS LTD,2014,17.049,-0.184872859,-0.142857143
RESAPP HEALTH LTD,2014,0.338,-3.945392491,-0.142857143
ENVIROSUITE LTD,2014,15.247,0.148546825,-0.142857143
PACIFIC NICKEL MINES LTD,2015,13.066,-0.837814246,-0.142857143
GCX METALS LIMITED,2015,21.931,-0.308940102,-0.142857143
CARLY HOLDINGS LTD,2016,2.725,-0.732597946,-0.142857143
WAVENET INTERNATIONAL LTD,2016,3.833,-0.704907162,-0.142857143
SCIDEV LIMITED,2016,2.485,-0.260492824,-0.142857143
CARNAVALE RESOURCES LTD,2016,1.453,-1.477220667,-0.142857143
STREAMPLAY STUDIO LTD,2017,0.481,-0.931707317,-0.142857143
SAVANNAH GOLDFIELDS LIMITED,2017,10.451,-0.072807119,-0.142857143
CASTLE MINERALS LTD,2017,0.344,,-0.142857143
WOLF MINERALS LTD,2017,300.813,-0.497437301,-0.142857143
ANTEOTECH LTD,2018,4.47,-0.77071949,-0.142857143
ROX RESOURCES LTD,2018,16.791,-0.188339243,-0.142857143
MARETERRAM LTD,2018,62.863,0.011349438,-0.142857143
PROMINENCE ENERGY LTD,2019,0.884,,-0.142857143
PAPYRUS AUSTRALIA LTD,2019,0.236,,-0.142857143
TPC CONSOLIDATED LTD,2019,23.685,0.411365958,-0.142857143
WHITE ROCK MINERALS LTD,2019,23.545,-0.090313787,-0.142857143
PREDICTIVE DISCOVERY LTD,2019,3.97,-0.336990415,-0.142857143
WAMEJA LTD,2019,41.338,-0.220082245,-0.142857143
IGNITE LTD,2020,13.849,-0.640821174,-0.142857143
SKS TECHNOLOGIES GROUP LTD,2020,8.989,,-0.142857143
MOUNT BURGESS MINING NL,2021,2.643,,-0.142857143
ARROW MINERALS LTD,2021,13.3,-0.241696751,-0.142857143
AUSTRALIAN DAIRY NUTRITIONAL,2021,43.112,-0.594642277,-0.142857143
LINIUS TECHNOLOGIES LTD,2021,4.126,-1.564262923,-0.142857143
WILLMOTT FORESTS LTD,2008,351.667,0.11992261,-0.142767237
MCPHERSONS LTD,2008,336.06,0.180346113,-0.142711014
RIDLEY CORP LTD,2020,646.726,-0.032050806,-0.142689637
TEN NETWORK HOLDINGS LTD,2005,1573.177,0.200703305,-0.14264574
VITA GROUP LIMITED,2020,279.237,0.190296226,-0.142584363
AUSTIN ENGINEERING LTD,2011,223.781,0.225503017,-0.142535491
PERENTI LTD,2004,129.772,0.063162875,-0.142494928
NZURI COPPER LTD,2017,33.748,-0.179314484,-0.142428571
BANDANNA ENERGY LTD,2011,107.203,-0.062744467,-0.1424125
THINK CHILDCARE LTD,2017,58.559,0.255118245,-0.142392233
RIDLEY CORP LTD,2006,776.909,0.082438956,-0.142252197
K&S CORP LTD,2009,287.556,0.119907245,-0.142239763
HILLS MOTORWAY GROUP,2002,868.082,-0.003896376,-0.142207231
PODIUM MINERALS,2019,13.19,-0.101315486,-0.142152909
IRESS LTD,2008,145.207,0.327433832,-0.14208401
FORTESCUE LTD,2011,8625.866,0.522916577,-0.141981905
MAXIPARTS LIMITED,2009,146.048,-0.021619524,-0.141906876
MCPHERSONS LTD,2013,312.388,-0.18713916,-0.14181641
INCITEC PIVOT LTD,2013,7683.8,0.090225564,-0.141757364
QUICKSTEP HOLDINGS LTD,2017,36.78,-0.59447642,-0.141414141
DOMINION MINERALS LIMITED,2012,12.932,-0.492273008,-0.141304348
AUSTRALIAN VINTAGE LTD,2014,470.497,0.039853648,-0.141304348
APOLLO MINERALS LTD,2018,14.514,-0.273203103,-0.141213442
IMAGE RESOURCES NL,2005,2.922,-0.852410278,-0.141025641
TRANSMETRO CORP LTD,2015,44.754,0.070129335,-0.140909093
SMS MANAGEMENT & TECHNOLOGY,2011,157.19,0.301679423,-0.140902456
CLEAN SEAS SEAFOOD LTD,2018,81.662,0.054815848,-0.14084507
MINCOR RESOURCES NL,2004,87.848,0.234794614,-0.140817901
INTERNATIONAL COAL HLDGS LTD,2002,218.785,-0.144001095,-0.140625
IMAGE RESOURCES NL,2012,2.37,-2.224914193,-0.140625
MICHAEL HILL INTL LTD,2018,375.348,0.177913358,-0.140426093
HYGROVEST LTD,2016,23.023,-1.345877398,-0.140350877
SPECTUR LTD NPV,2018,6.859,-1.183877296,-0.140350877
GAZAL CORP LTD,2006,158.698,0.142737394,-0.140202067
NEWSAT LTD,2013,258.007,0.077868074,-0.140186916
SIMS LTD,2019,3185.4,0.068012658,-0.140023434
PACIFIC NICKEL MINES LTD,2010,15.862,-0.273857817,-0.14
IRON ORE HLDGS LTD,2012,116.994,0.890049914,-0.14
MPOWER GROUP LTD,2017,25.094,-0.387498754,-0.14
HEALTH AND PLANT PROTEIN GRP,2005,43.755,0.02437915,-0.139705882
AGUIA RESOURCES LTD,2017,34.168,-0.146838369,-0.139700603
ORBIS GOLD LTD,2013,41.514,-0.091053934,-0.139534884
CUDECO LTD,2017,308.868,-0.63174595,-0.139534884
DGR GLOBAL LTD,2021,165.935,-0.009532452,-0.139504
IDEAS INTERNATIONAL LTD,2002,6.09,0.076588076,-0.139381269
RENAISSANCE MINERALS LTD,2014,21.009,-0.258273144,-0.139240506
READCLOUD LTD,2020,8.893,-0.149558331,-0.139240506
KNEOMEDIA LTD,2004,6.086,-0.602971601,-0.139130435
NEW CENTURY RESOURCES LTD,2018,131.288,,-0.139130435
ENVIRONMENTAL GROUP LTD,2019,27.905,0.065332195,-0.139096098
AUSTRALIAN PHARM INDS LTD,2010,1484.943,0.044157075,-0.13893692
RHS LIMITED,2016,1.782,-1.401239349,-0.138916667
AUSTPAC RESOURCES NL,2012,31.412,0.111466029,-0.138888889
TASFOODS LTD,2012,41.18,0.055645747,-0.138888889
BOWEN ENERGY LTD,2012,9.833,,-0.138888889
HAVILAH RESOURCES LTD,2012,44.231,-0.106655519,-0.138888889
RXP SERVICES LTD,2014,111.348,0.101804851,-0.138888889
BLACKSTONE MINERAL LTD,2019,10.799,-0.362124951,-0.138888889
ODYSSEY GOLD LIMITED,2014,1.323,-0.279406692,-0.138744842
SWICK MINING SERVICES LTD,2020,147.934,-0.068084001,-0.138640368
COLLECTION HOUSE LTD,2006,159.357,0.07077018,-0.138630332
VPCL LTD,2016,7.565,-1.173282924,-0.138486312
OTTO ENERGY LTD,2008,107.747,-0.164096587,-0.138461538
PATERSON RESOURCES LTD,2011,2.788,-0.117025957,-0.138461538
CPT GLOBAL LTD,2011,19.428,0.079866383,-0.138461536
BEACON MINERALS LTD,2009,1.422,-7.787537538,-0.13844376
4DMEDICAL LTD,2021,92.637,-0.598795198,-0.138235294
WARRNAMBOOL CHEESE & BUTTER,2015,552.329,0.018765683,-0.137987813
LONGREACH OIL LTD,2007,16.116,-0.05827479,-0.137931034
AXXIS TECHNOLOGY GROUP LTD,2009,7.535,-0.909060023,-0.137931034
LIONHUB GROUP LTD,2016,22.824,-0.151938189,-0.137931034
LAND AND HOMES GROUP LTD,2018,46.291,-0.230377772,-0.137931034
ALTECH BATTERIES LIMITED,2019,68.576,-0.130513213,-0.137931034
E & A LTD,2014,165.897,0.115013307,-0.137863686
NOUMI LIMITED,2019,984.894,0.019283285,-0.137692375
GWA GROUP LTD,2014,752.235,0.043615161,-0.137510886
COCA-COLA AMATIL LTD,2015,6667.4,0.208933029,-0.137509387
RAND MINING LTD,2003,9.649,0.152662204,-0.1375
SUNSTONE METALS LTD,2009,4.525,-0.748277347,-0.137428215
CLEAN SEAS SEAFOOD LTD,2016,49.883,-0.189461694,-0.137254902
CORAZON MINING LTD,2020,4.651,-0.494644596,-0.137236679
LIGHTING CORP LTD,2006,109.1,0.097708137,-0.137229
RURALCO HOLDINGS LTD,2006,336.705,0.153109837,-0.13720623
ARDEA RESOURCES LTD,2019,38.281,-0.039116719,-0.137096774
CONTINENTAL COAL LTD,2010,78.431,-0.730349954,-0.136986301
GRD LTD,2002,297.237,0.08975281,-0.136933396
ORICA LTD,2015,7321.3,-0.351785419,-0.136875204
AUSTIN ENGINEERING LTD,2013,278.238,0.204080608,-0.136706601
RXP SERVICES LTD,2020,150.632,-0.009685364,-0.136592536
PACT GROUP HLDGS LTD,2017,1630.39,0.233348228,-0.1365855
UTILITY SERVICES CORP LTD,2001,80.139,0.816097153,-0.136474191
OAKS HOTELS & RESORTS LTD,2007,145.847,0.273316417,-0.136376036
IMPELUS LTD,2005,7.977,-0.600167772,-0.136363636
CRYOSITE LTD,2005,4.661,-0.224759833,-0.136363636
AFRICAN PETROLEUM CORP LTD,2009,1.624,-0.565445026,-0.136363636
TOYS'R'US ANZ LTD,2010,194.719,-0.047720954,-0.136363636
BBX MINERALS LTD,2012,2.113,-1.05789681,-0.136363636
AMBERTECH LTD,2013,28.878,-0.155435317,-0.136363636
METALLICA MINERALS LTD,2014,16.93,-0.645640777,-0.136363636
CRATER GOLD MINING LTD,2015,38.785,-0.082107323,-0.136363636
ECOGRAF LTD,2017,20.502,-0.264451613,-0.136363636
ELEVATE URANIUM LTD,2018,0.873,,-0.136363636
HASTINGS TECH METALS LTD,2018,75.864,-0.052321057,-0.136363636
KGL RESOURCES LTD,2018,57.833,-0.0244283,-0.136363636
NT MINERALS LTD,2019,0.044,,-0.136363636
WRKR LTD,2019,5.866,-1.259259259,-0.136363636
KAROON ENERGY LTD,2018,594.921,-0.27665421,-0.13618677
RAREX LTD,2019,1.523,-1.139834881,-0.136
KINGSGATE CONSOLIDATED LTD,2008,203.249,0.198205598,-0.13594041
MALLEE RESOURCES LIMITED,2021,36.727,-0.128439323,-0.135802469
NOUMI LIMITED,2010,71.09,0.095336817,-0.135728678
IGNITE LTD,2012,108.234,-0.11171314,-0.135670731
MOTHERCARE AUSTRALIA LTD,2005,53.045,0.146107839,-0.135664686
CHINA WASTE CORPORATION LTD,2012,0.9,-2.635761589,-0.13559322
ITL HEALTH GROUP LTD,2014,17.209,0.194382995,-0.135344833
SAI GLOBAL LTD,2008,415.055,0.084758426,-0.135274706
AMBERTECH LTD,2009,32.653,0.090603522,-0.135157895
LEAF RESOURCES LTD,2006,0.481,-2.924558587,-0.135135135
ANZON ENERGY LTD,2006,514.229,-0.308083135,-0.135135135
BIONOMICS LTD,2008,28.313,-0.216343327,-0.135135135
RIVERCITY MOTORWAY MGMT,2009,2003.08,-0.119881286,-0.135135135
ENERGY TECHNOLOGIES LTD,2012,5.48,-1.393786734,-0.135135135
NOVARISE RENEW RSCS INTL,2012,254.482,0.209699873,-0.135135135
APOLLO CONSOLIDATED LTD,2014,5.569,-0.148342765,-0.135096335
BROADSPECTRUM LTD,2009,1927.507,-0.075954121,-0.135047405
VARISCAN MINES LTD,2015,6.462,-0.287823429,-0.134968267
QANTAS AIRWAYS LTD,2012,21178,-0.040724734,-0.134751773
XRF SCIENTIFIC LTD,2016,33.697,0.051087733,-0.134673604
ATLANTIC GOLD NL,2010,20.902,-0.035798854,-0.134615385
CENTAURUS METALS LTD,2012,50.185,-0.255494275,-0.134615385
LINCOLN MINERALS LTD,2015,4.067,-1.323937238,-0.134615385
COHIBA MINERALS LTD,2015,0.571,-1.169385194,-0.134606832
ALUMINA LTD,2015,2110.7,0.040073521,-0.134557028
EVZ LTD,2013,49.214,0.03655331,-0.134328358
NUFARM LTD,2013,3371.669,0.051661512,-0.134290261
BATTERY AGE MINERALS LTD,2004,51.705,0.076795298,-0.134259258
INCITEC PIVOT LTD,2018,8954,0.043810848,-0.134215876
MOSAIC BRANDS LTD,2019,411.86,0.075229018,-0.133974239
REGIONAL EXPRESS HLDGS LTD,2014,289.225,0.041752017,-0.133971292
STATE GAS LTD,2020,12.854,-0.308768576,-0.133757962
EVT LIMITED,2017,1636.326,0.107433085,-0.133476404
SPACETALK LTD,2014,4.11,0.27535954,-0.13336221
NEWCREST MINING LTD,2011,17282,0.096958825,-0.133343968
CRATER GOLD MINING LTD,2004,4.403,-0.144800553,-0.133333333
ALTONA MINING LTD,2004,4.342,-0.976513955,-0.133333333
PLATINUM AUSTRALIA LTD,2005,2.858,-1.210718636,-0.133333333
CULLEN RESOURCES NL,2008,12.847,-0.242955344,-0.133333333
ILUKA RESOURCES LTD,2008,2058.1,0.057111939,-0.133333333
CERRO RESOURCES NL,2009,34.619,-0.147071742,-0.133333333
METALS AUSTRALIA LTD,2010,5.683,-0.236724566,-0.133333333
CITIGOLD CORP LTD,2012,209.922,-0.006091381,-0.133333333
VONEX LTD,2012,61.365,-0.043149763,-0.133333333
ADG GLOBAL SUPPLY LTD,2012,41.602,0.101576994,-0.133333333
MORELLA CORPORATION LIMITED,2013,87.345,-0.016840513,-0.133333333
EUROPA METALS LTD,2013,2.175,-0.852848811,-0.133333333
OTTO ENERGY LTD,2014,121.412,-0.00102103,-0.133333333
BBX MINERALS LTD,2014,1.703,-0.693495935,-0.133333333
INFIGEN ENERGY,2014,2526.436,-0.018242488,-0.133333333
BLUGLASS LTD,2014,15.702,-0.181544822,-0.133333333
BLACKGOLD INTL HLDGS LTD,2015,569.825,0.144006045,-0.133333333
MAGNETIC RESOURCES,2016,0.617,-1.786421499,-0.133333333
OLDFIELDS HOLDINGS LTD,2018,12.638,0.316612049,-0.133333333
BCI MINERALS LTD,2018,106.038,-0.171009319,-0.133333333
BURU ENERGY LTD,2018,109.045,0.375433989,-0.133333333
PHARMAUST LTD,2020,10.746,-0.170452412,-0.133333333
HIGH PEAK ROYALTIES LTD,2021,10.998,-0.135676552,-0.133333333
MURRAY COD AUSTRALIA LTD,2015,2.02,0.089830508,-0.132903284
HIGHFIELD RESOURCES LTD,2017,157.783,-0.045579462,-0.1328125
SECOS GROUP LTD,2006,2.991,-0.153577661,-0.132723678
ADVANCED HEALTH INTELLIGENCE,2021,5.421,-11.52540984,-0.132575758
AAT CORP LTD,2004,239.481,0.170748672,-0.132561202
BASS STRAIT OIL TRUST,2004,262.852,0.056305779,-0.132538422
KEY PETROLEUM LTD,2009,11.039,-0.252180554,-0.132489415
INCENTIAPAY LTD,2017,128.61,0.190749891,-0.132302989
MINERAL RESOURCES LTD,2019,3161.257,0.12361819,-0.132256779
JB HI-FI,2008,535.835,0.469927798,-0.132223263
LYNAS RARE EARTHS LIMITED,2020,936.125,-0.036917226,-0.132097417
IGNITE LTD,2015,47.141,-0.377467886,-0.132075472
FAIRFAX MEDIA LTD,2010,7394.085,0.058086923,-0.132022521
JUST GROUP LTD,2005,216.652,0.694324566,-0.131869933
YOJEE LTD,2019,8.654,-0.577108247,-0.131868132
DEVEX RESOURCES LTD,2005,8.034,-0.548553788,-0.131787032
PEOPLE TELECOM LTD,2005,63.838,-0.001045605,-0.131578947
NZURI COPPER LTD,2007,4.698,-0.829434476,-0.131578947
GLADIATOR RESOURCES LTD,2011,10.552,-0.076376164,-0.131578947
SAFEROADS HOLDINGS LTD,2020,14.736,0.068530089,-0.131578947
HAMPTON HILL MINING NL,2012,4.831,-0.29071307,-0.13120532
ANGUS & COOTE (HLDGS) LTD,2005,110.436,0.122684403,-0.131197454
INTEGRATED RESEARCH LTD,2016,88.96,0.415377439,-0.131187041
1300 SMILES LTD,2014,38.806,0.174459079,-0.130889567
GENEX POWER LTD,2017,64.075,-0.799778667,-0.13083371
DECMIL GROUP LTD,2013,439.211,0.259201018,-0.130732804
ALLIANCE RESOURCES LTD,2017,15.433,-0.059301276,-0.130681841
MINERAL DEPOSITS LTD,2001,21.831,-0.184480918,-0.130434783
LONESTAR RESOURCES US INC,2002,16.447,-0.068217054,-0.130434783
DOMINION MINING LTD,2003,31.563,0.076906678,-0.130434783
CYCLONE METALS LTD,2004,31.879,-0.038962089,-0.130434783
REGIS RESOURCES LTD,2007,103.805,-0.022226855,-0.130434783
HUDSON RESOURCES LTD,2007,3.969,-0.332847661,-0.130434783
KING RIVER RESOURCES LTD,2008,9.174,-0.07044311,-0.130434783
GREENBOX GROUP LTD,2009,45.61,-0.473341568,-0.130434783
BENITEC BIOPHARMA LTD,2010,1.037,-20.53539823,-0.130434783
NAGAMBIE RESOURCES LTD,2011,5.962,-0.085749285,-0.130434783
TELESSO TECHNOLOGIES LIMITED,2012,1.551,-0.266268657,-0.130434783
WILUNA MINING CORP LTD,2012,8.95,-0.249385981,-0.130434783
KIDMAN RESOURCES LTD,2013,12.402,-0.050340456,-0.130434783
PIXIE GROUP LTD,2014,12.153,0.013601236,-0.130434783
EMERALD RESOURCES NL,2015,18.109,-0.085253602,-0.130434783
ANTILLES OIL AND GAS NL,2016,3.075,-0.645677695,-0.130434783
ANSILA ENERGY NL,2017,10.617,0.64643638,-0.130434783
MOQ LTD,2019,35.134,0.113958411,-0.130434783
AUSGOLD LTD,2019,42.621,-0.043802801,-0.130434783
ALTO METALS LTD,2019,12.101,-0.110114623,-0.130434783
BAUMART HOLDINGS LTD,2020,6.641,-0.197709924,-0.130434783
RAREX LTD,2021,9.363,-0.858494447,-0.130434783
COLLECTION HOUSE LTD,2020,338.565,-0.959879841,-0.130415145
GROUP 6 METALS LTD,2011,37.68,0.018727521,-0.130379847
ALCYONE RESOURCES LTD,2007,45.076,-0.22743747,-0.130310078
COLES GROUP LTD - OLD,2002,8289.4,0.136268223,-0.130250995
SIERRA RUTILE HOLDINGS LTD,2007,305.524,-0.072638541,-0.130081301
CCK FINANCIAL SOLUTIONS LTD,2005,14.542,-0.063840236,-0.13
GULLEWA LTD,2010,12.571,-0.062212076,-0.13
PURE HYDROGEN CORPORATION LI,2016,28.173,-0.001252222,-0.13
MAKO GOLD LTD,2021,19.655,-0.122177519,-0.13
PROGRAMMED MAINTENANCE SVC,2008,736.609,0.099792848,-0.12998081
AMPOL LTD,2018,6727.623,0.173223861,-0.129858496
RIDLEY CORP LTD,2011,524.034,0.101769228,-0.129851625
SENEX ENERGY LTD,2003,5.712,-0.975774302,-0.12967033
FARM PRIDE FOODS LTD,2009,70.594,0.039189257,-0.12962963
GLOBAL CONSTRUCTION SERVICES,2014,306,0.042096634,-0.12962963
INCOME ASSET MANAGEMENT GRP,2019,14.982,-0.693796244,-0.12962963
RECKON LTD,2015,111.143,0.45563804,-0.129605341
NEWCREST MINING LTD,2012,20509,0.077701645,-0.129565956
SHRIRO HOLDINGS LTD,2019,99.809,0.124000765,-0.129496409
REGIS HEALTHCARE LTD,2018,1758.679,0.295734092,-0.12947928
BOAB METALS LTD,2021,18.664,-0.409791404,-0.129411765
MONADELPHOUS GROUP LTD,2008,411.932,0.723283653,-0.129355946
SONIC HEALTHCARE LTD,2008,3629.001,0.145492491,-0.12916312
HIGH PEAK ROYALTIES LTD,2014,20.969,-0.215652591,-0.129033333
NORTHERN GOLD NL,2004,19.133,0.036570523,-0.129032258
TRAVEL.COM.AU LTD,2004,9.103,-0.083186049,-0.129032258
KANGAROO RESOURCES LTD,2011,442.339,-0.032364508,-0.129032258
ROSS HUMAN DIRECTIONS LTD,2006,68.737,0.14793203,-0.128976844
POLYNOVO LTD,2021,38.339,-0.199497466,-0.128959276
ROOLIFE GROUP LTD,2020,6.415,-0.700579917,-0.128891176
SYDNEY AIRPORT,2007,24189.351,0.278676221,-0.128690238
SCORPION MINERALS LTD,2012,7.56,-0.530577894,-0.128613208
BOSS ENERGY LIMITED,2012,19.927,-0.589347701,-0.128571429
GALAN LITHIUM LTD,2017,0.561,-0.743967039,-0.128571429
KINGSGATE CONSOLIDATED LTD,2012,1048.459,0.109272274,-0.128543431
VEEM LTD,2020,65.81,0.077506001,-0.128446676
DESIGN MILK CO LTD,2018,3.642,-1.625981873,-0.128275862
INDUSTREA LTD,2011,577.376,0.170918745,-0.128234444
KILAND LTD,2008,23.366,-0.019778729,-0.128205128
NORTON GOLD FIELDS LTD,2012,248.324,-0.144750625,-0.128205128
SABRE RESOURCES,2004,0.156,-1.865079365,-0.127906977
LEGEND CORP LTD,2014,100.26,0.106916682,-0.12790253
ORCHARD PETROLEUM LTD,2006,32.411,0.062641463,-0.127819549
LINDSAY AUSTRALIA LTD,2017,259.373,0.075294393,-0.127817048
VIRALYTICS LTD,2014,29.643,-0.292122365,-0.127808
HARVEY NORMAN HLDGS LTD,2002,1668.502,0.182322492,-0.127682714
AV JENNINGS LTD,2005,593.337,0.061085627,-0.127553468
VILLAGE ROADSHOW LTD,2002,2191.357,0.060235645,-0.127302389
BONAPARTE DIAMOND MINES NL,2007,2.833,-0.771375198,-0.127272727
IMPRESS ENERGY LTD,2010,28.398,0.053280148,-0.127272727
SUNDANCE ENERGY AUSTRALIA,2013,625.06,0.063888494,-0.127272727
ABX GROUP LTD,2018,18.707,-0.139597789,-0.127272727
AUSTRALIAN DAIRY NUTRITIONAL,2010,0.97,0.303519062,-0.1272
BROOKFIELD MULTIPLEX GROUP,2005,6986.64,0.042309122,-0.127024625
TERRITORY RESOURCES LTD,2006,18.901,-0.238273296,-0.126984127
AURORA OIL & GAS LTD,2012,1111.397,0.161619102,-0.126984127
RAWSON OIL AND GAS LTD,2013,6.71,1.097378959,-0.126984127
PATTIES FOODS LTD,2013,244.557,0.035847955,-0.126689566
STREAMPLAY STUDIO LTD,2013,8.605,-0.726706631,-0.126637555
JCURVE SOLUTIONS LTD,2006,2.758,-0.147901029,-0.126582278
COVENTRY GROUP LTD,2007,297.569,-0.028846271,-0.12647482
ANTILLES GOLD LTD,2010,38.531,-0.034596376,-0.126436782
SIRIUS RESOURCES NL,2013,56.161,-1.39858418,-0.126353791
SELECT HARVESTS LTD,2012,279.307,-0.027155205,-0.126240051
MACQUARIE TECHNOLOGY GROUP,2008,92.509,-0.026530333,-0.126213592
SCOTGOLD RESOURCES LTD,2018,28.391,-0.090638044,-0.12610776
CALIBRE GROUP LTD,2014,390.958,0.108964029,-0.126090115
STELLAR RESOURCES LTD,2012,16.53,-0.156229167,-0.126072874
WISR LTD,2011,14.305,-0.183760155,-0.126060606
WEBCENTRAL GROUP LTD,2009,227.344,0.195587414,-0.12601738
EMPEROR MINES LTD,2004,94.328,-0.107243855,-0.126014474
SEVEN GROUP HLDS LTD,2014,5399.404,0.098555269,-0.125995028
ILUKA RESOURCES LTD,2002,1721,0.143780504,-0.125812612
SLATER & GORDON LTD,2020,388.562,-0.013469379,-0.125560538
LEGEND CORP LTD,2016,118.539,0.076297695,-0.1254321
REDCAPE HOTEL GROUP PTY LTD,2020,1173.107,0.062398742,-0.125340957
BLACK OAK MINERALS LTD,2012,6.283,-1.071822172,-0.125170625
TRANSURBAN GROUP,2002,4030.264,-0.06140219,-0.125143917
SI6 METALS LIMITED,2011,9.846,-0.231563344,-0.125109361
HAOMA MINING NL,2001,49.229,-0.005071369,-0.125
SHINE METALS LTD,2001,22.167,0.09021582,-0.125
CYPRIUM METALS LTD,2002,12.121,-0.041325451,-0.125
JUMBO INTERACTIVE LTD,2003,1.738,0.154545455,-0.125
ADVANCED ENERGY SYSTEMS LTD,2003,17.452,0.017538197,-0.125
SONNET CORPORATION LTD,2003,7.555,0.312445147,-0.125
ADELPHI ENERGY LTD,2004,6.203,-0.001774337,-0.125
NOUMI LIMITED,2004,30.581,-0.047699411,-0.125
CARPATHIAN RESOURCES LTD,2004,3.148,-1.220665499,-0.125
KINGSTON RESOURCES LTD,2005,6.001,-0.494736842,-0.125
MAWSON WEST LTD,2005,4.239,-0.368135184,-0.125
RECTIFIER TECHNOLOGIES LTD,2006,7.853,-0.331476019,-0.125
VALMEC LTD,2006,9.137,-0.503648548,-0.125
PEARL HEALTHCARE LTD,2008,4.744,,-0.125
GOLDEN RIM RESOURCES LTD,2008,0.128,-11.4691689,-0.125
LEAF RESOURCES LTD,2008,1.43,-0.416403785,-0.125
MEDIGARD LTD,2008,1.328,-0.766048068,-0.125
COMET RIDGE LTD,2008,11.171,-0.108259168,-0.125
SPORTS ENTERTAINMENT GRP LTD,2009,15.672,0.025213501,-0.125
CBD ENERGY LTD,2009,20.604,-0.212980575,-0.125
MOQ LTD,2009,6.82,-0.359004053,-0.125
HUDSON RESOURCES LTD,2009,17.596,0.018306903,-0.125
ASPERMONT LTD,2010,45.778,0.05145002,-0.125
AUSQUEST LTD,2010,43.086,-0.07509919,-0.125
XCEED RESOURCES LTD,2011,42.045,-0.058625358,-0.125
ADVANCED ENERGY SYSTEMS LTD,2011,19.345,-0.045842825,-0.125
ICS GLOBAL LTD,2011,3.888,-0.056134454,-0.125
CERRO RESOURCES NL,2011,58.679,-0.134337742,-0.125
INVESTOR CENTRE LIMITED,2011,7.808,-0.282658132,-0.125
CENTRAL ASIA RESOURCES LTD,2011,26.622,-0.220505742,-0.125
WESTGOLD RESOURCES LTD,2012,111.821,-0.101883749,-0.125
WELLFULLY LTD,2012,3.725,-0.362538541,-0.125
3Q HOLDINGS LTD,2012,39.521,0.140311612,-0.125
LIQUEFIED NATURAL GAS LTD,2012,16.689,-1.256563517,-0.125
RENU ENERGY LIMITED,2013,60.956,-1.025918369,-0.125
MACMAHON HOLDINGS LTD,2014,823.748,0.069448311,-0.125
ORCODA LTD,2014,1.223,-2.340732816,-0.125
PACIFIC NICKEL MINES LTD,2014,25.917,-0.125034382,-0.125
REDIVIUM LIMITED,2014,31.647,-0.034087284,-0.125
GWR GROUP LTD,2014,92.179,-0.209803816,-0.125
SUNSTONE METALS LTD,2014,37.878,-0.113528983,-0.125
DEVELOP GLOBAL LIMITED,2014,72.829,-0.049008461,-0.125
SCIDEV LIMITED,2015,3.076,-0.348387097,-0.125
KORAB RESOURCES LTD,2015,3.005,-0.894291755,-0.125
WESTERN YILGARN NL,2015,2.306,-0.386619848,-0.125
EVZ LTD,2016,37.131,-0.347070966,-0.125
GOCONNECT LTD,2016,0,,-0.125
MCB RESOURES LTD,2016,0.982,-0.376798561,-0.125
FIRST LITHIUM LIMITED,2017,3.235,-0.147550601,-0.125
NUCOAL RESOURCES LTD,2017,6.597,-0.220442514,-0.125
SOVEREIGN METALS LTD,2017,9.559,-0.402328805,-0.125
AUSTRALIAN VANADIUM LTD,2017,19.141,-0.113601574,-0.125
COUNTY INTERNATIONAL LTD,2017,1.358,-0.478479598,-0.125
AXIOM MINING LTD,2017,7.616,-0.511711712,-0.125
LORD RESOURCES LIMITED,2018,0.517,-1.949385394,-0.125
WEST AFRICAN RESOURCES LTD,2018,43.689,-1.0460578,-0.125
PNX METALS LTD,2019,18.87,-0.088459333,-0.125
