Player,DOB,height,weight
"Reeves, Ron",1938-12-06,175,76
"Erwin, Mick",1943-06-06,187,86
"Fellowes, Graeme",1934-01-29,200,99
"Poore, Alan",1942-07-07,179,80
"Vise, Julian",1945-01-28,178,76
"Willett, Ray",1941-08-22,189,85
"Longmire, Robert",1944-11-26,178,76
"Knox, John",1941-07-04,183,80
"Weideman, Murray",1936-02-16,187,96
"Rose, Ralph",1943-02-02,180,74
"Steele, Des",1943-11-27,185,79
"Rist, Barry",1941-06-22,171,86
"Johnstone, Bob",1942-03-19,183,80
"Jonson, Graeme",1940-10-26,188,91
"Rosenbrock, Peter",1939-11-21,184,86
"Murton, John",1942-06-21,188,83
"Withers, Neville",1940-12-06,189,84
"Fildes, Robin",1940-11-13,187,86
"Delanty, Mike",1936-10-15,185,83
"Bennett, Ken",1940-02-14,166,70
"Thripp, Bill",1940-01-26,183,86
"Pay, Kevin",1939-11-01,185,86
"Burns, Keith",1939-11-25,170,81
"Delanty, Bob",1940-05-21,180,76
"Bell, Dennis",1940-09-15,177,70
"Perry, Barry",1939-04-02,180,76
"Brewer, Ian",1936-06-15,188,89
"Beers, Brian",1939-01-31,178,73
"Weideman, Peter",1940-03-23,174,75
"Serong, Bill",1936-05-05,183,83
"Harrison, Barry",1935-12-21,188,80
"Carruthers, Ron",1943-05-03,173,69
"Twomey, Michael",1931-09-25,185,87
"Wickes, Alan",1939-07-27,185,84
"Thomas, Ray",1940-07-02,175,73
"Heffernan, Mike",1939-12-23,183,85
"Smith, Fred",1941-08-30,196,92
"Abraham, Ian",1941-10-24,180,86
"Dorman, Brian",1937-07-02,191,80
"Hogan, John",1941-12-29,180,67
"Murnane, Ray",1937-09-06,180,90
"Dixon, Don",1937-11-18,183,81
"Carmody, John",1938-06-28,175,77
"Hayes, Peter",1938-12-22,183,81
"Merrett, Thorold",1933-09-30,168,62
"Field, Des",1942-06-01,180,81
"Lucas, Peter",1929-11-23,183,81
"Kingston, Ron",1931-10-10,179,79
"Tuck, Frank",1931-07-24,183,78
"Donegan, Barry",1938-05-05,178,78
"Hicks, Merv",1936-08-21,188,89
"Greve, Bob",1934-11-30,179,76
"Millar, Eddie",1938-06-24,183,86
"Healy, Kevin",1937-01-26,180,76
"Sharp, Lerrel",1933-06-06,178,76
"Powell, John",1937-03-11,184,75
"Smale, Ken",1933-11-05,185,85
"Waller, Neville",1932-09-17,183,87
"Twomey, Bill",1927-09-28,179,76
"Beckwith, Keith",1938-12-09,163,71
"Howell, Don",1935-07-15,178,73
"Jones, William",1935-03-27,178,78
"Hamilton, Jack",1928-11-15,184,87
"Turner, Brian",1933-12-19,189,76
"Rymer, Laurie",1934-07-05,187,92
"Norman, Bob",1937-01-04,191,87
"Heath, Tony",1937-10-10,174,67
"Burt, Dave",1937-01-23,180,76
"Kupsch, Bob",1933-11-27,175,79
"Renwood, Brian",1935-08-18,175,76
"Williams, Lloyd",1934-10-08,182,72
"OBree, Dick",1936-06-05,188,90
"Mann, Neil",1924-08-26,188,83
"Hedt, Ken",1936-11-15,173,71
"Davidson, Max",1934-07-30,175,76
"Richards, Ron",1928-05-11,170,73
"Hickey, Jack",1930-12-13,173,69
"Borrack, Graham",1937-05-18,183,85
"Gooch, Arthur",1931-03-20,188,90
"Wylie, Kevin",1933-11-17,168,71
"Bromage, Keith",1937-11-08,183,74
"Rose, Bob",1928-08-07,178,74
"Healey, Des",1927-09-05,168,69
"Parker, Jack",1931-05-03,178,85
"Batchelor, Keith",1930-10-04,183,86
"Richards, Lou",1923-03-15,170,73
"Walsh, Don",1934-08-25,175,75
"Hower, Jim",1931-09-03,182,82
"Hams, George",1928-07-29,173,76
"Elder, John",1932-07-08,179,80
"Rose, Bill",1931-05-09,189,80
"Little, Dave",1931-01-07,188,85
"Finck, Jack",1930-01-21,184,80
"Coventry, Syd",1932-03-14,185,83
"Smith, Les",1934-05-28,179,76
"Clarke, Kevin",1932-02-09,183,92
"Waites, Terry",1933-04-28,182,73
"Tarrant, Tom",1931-09-29,180,78
"Horwood, Ray",1927-12-01,163,61
"Young, Alan",1933-12-08,183,80
"Dunstan, Maurie",1929-03-25,185,80
"Twomey, Pat",1929-04-02,179,72
"Tebble, Bill",1928-06-17,182,86
"Milburn, Pat",1932-05-12,173,80
"West, Fred",1929-12-17,183,84
"Flint, Kevin",1932-11-09,180,85
"Stevens, Harvey",1930-08-08,188,87
"Davey, Col",1927-06-29,191,85
"McKenzie, Ron",1930-11-29,180,70
"Coghlan, Kevin",1929-10-14,163,56
"Phillips, Kevin",1928-11-11,182,71
"Williams, Roy",1929-03-03,182,95
"Hocking, Gordon",1919-08-12,178,81
"Schow, Keith",1930-12-03,180,76
"Swan, Neville",1930-01-23,185,85
"Thompson, Jack",1927-08-23,185,83
"Purdon, Jack",1930-08-30,180,77
"McGowan, Alan",1926-08-07,183,86
"Clues, Ivan",1929-05-10,180,83
"Shannon, Bernie",1929-02-12,188,76
"Darrigan, Kevin",1931-10-15,185,77
"Broderick, Neville",1927-04-10,175,86
"Nolan, Bill",1926-11-04,183,76
"Caudwell, Don",1929-09-12,188,79
"Utting, Charles",1923-03-12,170,74
"Fitzgerald, Len",1929-05-07,183,86
"Hill, Mac",1925-03-22,174,67
"Kyne, Phonse",1915-10-29,188,86
"Smith, Stan",1925-04-17,175,73
"Welsh, Bill",1924-08-03,178,86
"Morgan, Dave",1930-09-29,179,75
"Pimm, Jack",1920-10-07,183,82
"Thompson, Les",1928-04-30,178,80
"Paynter, Harry",1927-09-17,185,87
"Green, Jack",1919-08-26,180,81
"Sales, Jack",1925-03-30,173,72
"Wade, Kevin",1922-06-30,180,73
"McIntyre, Ern",1921-04-19,185,89
"Donald, Vic",1925-02-17,185,76
"Moore, Guy",1928-06-30,180,76
"Holten, Mac",1922-03-29,180,80
"Denney, Alec",1926-06-24,173,76
"Horder, Max",1923-03-23,183,90
"Jones, Ray",1925-07-18,183,83
"Corby, Frank",1924-12-24,174,71
"Meese, Reg",1927-07-17,183,83
"Keegan, Ray",1923-06-27,183,80
"Murphy, Jack",1918-02-01,183,79
"Carruthers, Ron",1918-08-26,178,70
"Ryan, Ted",1921-07-17,180,81
"Burns, Jack",1918-10-06,170,66
"Wallis, Tom",1920-07-04,175,83
"Smith, Ron",1917-05-06,180,81
"Fothergill, Des",1920-07-15,178,88
"Ryan, Phil",1925-05-15,189,89
"Moon, Stan",1927-01-08,185,80
"Whelan, Marcus",1914-06-27,175,67
"Newman, Dave",1923-02-28,175,73
"Lambert, Harry",1918-07-08,188,86
"Noonan, Bill",1917-02-28,185,76
"Knorr, Allan",1927-09-23,187,79
"Campbell, Norm",1919-03-04,179,72
"Swenson, Clarrie",1923-05-23,175,71
"Yates, Laurie",1922-06-29,180,81
"Regan, Jack",1912-09-12,185,83
"Riddell, Ray",1918-03-26,178,86
"Naismith, Herb",1915-10-09,185,81
"Brown, Alan",1924-11-15,183,78
"Mears, Harry",1922-04-30,168,72
"Sullivan, Kevin",1922-09-09,180,73
"Toleman, Joe",1921-09-26,182,86
"Williams, Alan",1917-12-17,188,84
"Dalkin, Bill",1921-11-15,183,85
"Hustler, Len",1920-09-30,185,87
"Pannam, Albert",1914-04-19,169,66
"Herbert, Ken",1924-12-27,173,73
"Balfour, Don",1918-11-11,175,73
"Nelson, George",1919-04-26,170,73
"Carroll, Jack",1922-01-15,180,76
"Murrell, Murray",1923-04-16,187,78
"Eiffler, Ernie",1925-11-04,179,67
"McLaren, Peter",1923-03-17,178,78
"Boyall, Marcus",1917-10-08,188,78
"Gallagher, Laurie",1924-06-11,175,80
"Negri, Des",1923-11-15,178,76
"Dalton, Pat",1918-09-06,188,84
"McHale, John",1915-01-13,185,86
"Galbally, Bob",1921-01-18,191,86
"Hibbert, Ron",1924-03-24,178,72
"Nilson, Jack",1919-03-15,175,72
"Stabb, Roy",1922-11-30,170,67
"Synon, Jack",1924-07-28,177,72
"Tibballs, Jim",1922-09-23,178,81
"McIntosh, Neil",1920-10-15,183,97
"Fricker, Pat",1916-03-09,178,70
"Stabb, Fred",1920-02-14,178,68
"Duckworth, Bill",1918-06-10,183,73
"Robbins, Arthur",1920-02-04,188,85
"Arnott, Jack",1920-10-06,183,85
"Crewther, Norm",1919-05-14,183,79
"Wilson, George",1920-05-28,178,79
"Bradford, Jim",1926-03-02,155,53
"Negri, Frank",1917-11-01,175,77
"Kirwin, Frank",1921-10-20,180,81
"Moore, Alex",1917-12-21,180,77
"Hicks, Leo",1916-01-24,175,72
"Donohue, Mick",1917-08-02,171,67
"Busbridge, Phil",1920-09-04,174,78
"McPartland, Leo",1920-06-26,170,74
"Crane, Bill",1924-01-11,173,83
"Knott, Dan",1918-06-20,178,75
"Reid, Clive",1922-04-20,180,88
"Main, Les",1915-11-26,178,81
"Allen, Dick",1921-12-22,168,62
"Smith, Doug",1922-03-19,187,81
"Harvey, Merv",1922-07-07,183,89
"Milte, Keith",1917-05-28,180,86
"Ryan, Reg",1920-02-23,183,84
"Dean, Ron",1916-01-12,178,80
"Galbally, Frank",1922-10-13,189,83
"Newman, Charlie",1920-12-06,180,83
"Tyrrell, Leo",1915-06-02,183,89
"Seedsman, Bill",1914-09-18,183,86
"Oliver, Norm",1922-08-15,182,79
"Unwin, Bill",1915-11-25,188,77
"Coventry, Hugh",1922-04-08,179,79
"Morgan, Leo",1913-05-03,169,62
"Campbell, Colin",1918-01-02,185,85
"Johnstone, Bill",1919-03-09,177,80
"Dawson, Stan",1917-08-12,179,71
"Knight, Jack",1912-11-21,183,80
"Powell, Harold",1915-09-14,178,75
"Hill, Les",1916-04-19,175,81
"Ross, Jack",1911-09-09,173,70
"Woods, Bervin",1910-01-09,180,86
"Dowling, Ron",1913-06-27,175,73
"Nicholls, Geoff",1919-09-22,175,76
"Williams, Ken",1918-01-07,183,86
"Le Sueur, Bennie",1917-03-22,175,68
"Collier, Harry",1907-10-01,173,72
"Barrett, Kevin",1915-07-10,177,71
"Collier, Albert",1909-07-09,180,85
"Doherty, Vin",1911-03-26,169,63
"Todd, Ron",1916-10-23,187,82
"McCrae, Cliff",1913-11-30,180,75
"Froude, Fred",1910-07-03,174,82
"Carmody, Jack",1911-06-07,173,72
"Morison, Jock",1914-12-05,178,74
"Shields, Clarrie",1914-04-21,178,77
"Hill, Ted",1914-01-15,187,92
"Stackpole, Keith",1916-07-31,165,84
"Ryan, Alan",1911-06-03,178,79
"Booth, Frank",1916-02-28,179,83
"Jones, Harry",1911-08-09,175,74
"Riley, Lou",1909-09-07,175,72
"Pearce, Fred",1916-09-04,175,75
"Bowyer, Percy",1909-09-06,179,71
"Coventry, Gordon",1901-09-25,183,86
"Murphy, Len",1909-11-23,189,86
"Carter, George",1910-03-25,187,83
"Fraser, Keith",1913-04-17,183,92
"Gibson, Reg",1912-12-10,184,76
"McCann, Ron",1913-06-25,175,NA
"Dibbs, Charlie",1905-04-03,175,76
"Fyfe, Alec",1909-08-12,178,77
"Kanngieser, George",1912-02-27,180,76
"Power, Jack",1910-03-16,185,95
"Gray, Eddie",1915-01-08,182,NA
"Albiston, Harold",1916-04-13,173,72
"Boag, Tommy",1914-09-19,182,NA
"Coventry, Syd",1899-06-13,182,86
"Andrew, Bruce",1908-02-28,174,69
"Asling, Frank",1912-03-07,183,85
"Twyford, Jack",1908-10-12,173,68
"Galbally, Jack",1910-08-02,178,78
"Baker, Selwyn",1911-04-09,166,67
"Beveridge, Jack",1907-05-08,177,77
"Edmonds, Horrie",1908-12-23,175,85
"Murphy, Frank",1905-02-20,180,78
"Andrew-Street, Alf",1914-04-08,174,NA
"Tyrrell, Wally",1909-12-06,178,77
"Clayden, George",1903-08-14,187,87
"Kelly, Frank",1910-12-23,170,71
"Guthrie, Bernie",1911-09-22,184,86
"Daily, Lou",1911-01-31,185,72
"Munn, Bill",1911-07-18,171,75
"McIntosh, Ivan",1913-12-14,178,NA
"Tatham, George",1910-12-24,171,68
"Hammond, Alan",1912-03-19,184,NA
"Turner, Max",1911-10-09,182,78
"Bates, George",1914-01-05,180,80
"Kent, Keith",1912-11-06,180,73
"Libbis, Billy",1903-07-02,175,80
"Slade, Frank",1915-06-29,185,81
"Burrows, Noel",1911-03-27,NA,NA
"Downs, Albert",1905-09-26,164,NA
"Muir, Bob",1907-04-06,175,79
"Harris, Don",1905-06-27,174,72
"Morden, Clem",1907-05-22,169,68
"Hallahan, Tom",1908-12-16,182,74
"Dalton, Eric",1910-12-26,175,76
"Nunn, Ernie",1904-09-23,179,81
"Boyle, Reg",1903-03-03,185,86
"Tucker, Tom",1912-10-03,179,NA
"Rosewarne, Ken",1911-11-11,179,NA
"Makeham, Bob",1901-11-06,185,85
"Harvey, Les",1909-11-10,173,71
"Lyngcoln, Jack",1910-01-05,173,70
"Watt, Len",1912-12-09,180,84
"Wescott, Leo",1900-07-08,170,70
"Barr, Elvin",1908-11-05,179,73
"Grant, Dick",1909-06-25,187,93
"MacLeod, Norm",1904-10-08,170,64
"Chesswas, Harry",1901-06-18,173,72
"Perrett, Rupe",1909-06-20,182,84
"Ames, Les",1912-08-29,182,73
"Tolson, Clarrie",1911-11-17,170,68
"Aldag, Bill",1905-11-30,183,85
"George, Jack",1910-04-20,178,81
"Lauder, Albert",1898-10-11,178,79
"Ross, Bob",1908-08-17,163,58
"Gibbs, George",1905-10-03,179,79
"Bird, Leo",1908-09-17,170,66
"Ahern, Charlie",1905-06-25,180,79
"Harris, John",1903-11-04,165,63
"Veevers, Ken",1909-07-29,178,72
"Rowe, Percy",1896-01-04,183,87
"Angus, Les",1905-11-08,170,73
"Wilson, Ernie",1900-10-15,170,73
"Sneazwell, Bill",1906-04-03,182,74
"Bird, Tommy",1904-08-31,170,66
"Thomas, Les",1906-05-28,162,73
"Kent, Cyril",1907-08-28,177,65
"Baker, Reg",1899-09-18,163,60
"Poulter, Joe",1902-03-27,188,86
"Beasley, George",1902-04-26,175,73
"Milburn, Charlie",1899-03-10,174,75
"Morelli, Clarrie",1906-10-06,180,67
"Rowlands, Trevor",1904-05-07,177,74
"Tyson, Charles",1897-11-14,183,81
"Stainsby, Les",1898-06-07,170,73
"Murphy, Laurie",1899-09-10,183,83
"Sparks, Alf",1903-01-07,NA,NA
"Webb, Reynolds",1900-04-14,170,66
"Osmond, Keith",1899-01-26,165,67
"Barker, Fred",1903-10-31,173,68
"Saunders, Harry",1898-05-21,175,76
"Lawn, Jim",1902-05-05,180,83
"Henry, Bill",1904-11-25,180,NA
"Barry, Bill",1899-02-07,NA,NA
"Monohan, Jack",1902-09-09,185,81
"Burt, Syd",1896-07-25,171,NA
"Jobson, Jack",1899-07-30,178,NA
"Buck, Bill",1900-03-04,180,76
"Davie, Gordon",1903-07-07,NA,NA
"Cock, Eric",1902-07-01,165,60
"Buckley, Bill",1896-04-06,183,81
"Benson, Jack",1901-10-01,NA,NA
"Pardon, Billy",1903-09-25,185,NA
"Whitbourne, Bill",1902-08-03,184,NA
"Hannah, Rupe",1900-07-30,180,79
"Allen, Roy",1901-03-27,180,74
"Batchelor, Vin",1900-02-17,179,NA
"Lee, Charlie",1896-08-11,183,73
"Lingwood-Smith, Hector",1900-05-22,178,66
"Brown, Charlie",1896-04-30,178,79
"Taylor, Herbie",1899-01-30,168,65
"McCamish, Noel",1900-05-07,182,NA
"Hammond, Tom",1896-11-22,175,80
"Glynn, Bill",1900-07-09,185,85
"Lee, Dick",1889-03-19,175,76
"Sheehy, Maurie",1893-06-12,175,86
"Pannam, Charles",1897-04-21,174,69
"Drummond, Tom",1897-08-06,170,68
"Twomey, Bill",1899-05-14,174,70
"Hughes, Les",1884-04-18,188,93
"Smith, Clyde",1901-01-28,174,77
"Keays, Fred",1898-07-12,178,72
"Splatt, Clem",1899-09-17,188,84
"Utting, Ernest",1897-10-31,166,73
"Tory, George",1899-06-03,177,NA
"Plant, Frank",1900-09-14,182,68
"Wall, Charles",1895-06-21,183,NA
"McCarthy, Con",1893-02-10,180,89
"Scanlon, Tommy",1899-08-16,175,67
"Laxton, Charlie",1890-04-09,170,73
"Petterson, Fred",1897-03-24,168,67
"Mutch, Alec",1889-03-31,179,74
"Seddon, Mal",1888-05-31,182,81
"Colechin, Bert",1887-06-19,178,73
"Dobrigh, Gus",1893-02-11,175,75
"Keogh, Jim",1897-09-10,180,73
"Lloyd, Harry",1899-07-09,170,58
"Ludbrooke, Len",1894-11-09,175,70
"Wilson, Percy",1889-03-31,168,70
"Lumsden, Ernie",1890-06-27,175,71
"Lobb, Les",1894-09-05,180,81
"Outram, Roy",1901-02-19,178,76
"Jackson, Jim",1890-04-28,174,73
"Haysom, Wally",1897-12-17,173,73
"Wraith, Tom",1890-03-20,175,72
"Dillon, Artie",1894-08-14,170,76
"McHale, Jock",1882-12-12,180,78
"Reynolds, Pen",1892-05-04,173,76
"Walton, Bill",1894-09-03,178,82
"Jose, Horrie",1893-03-30,180,76
"Youren, George",1891-11-19,187,NA
"Green, Jack",1887-08-28,175,79
"MacKechnie, Sam",1897-06-05,175,NA
"McKenzie, Stan",1896-08-30,173,75
"Yates, Stan",1900-06-06,179,89
"Maguire, Mick",1894-06-06,177,71
"OConnor, Jack",1900-11-08,179,NA
"Anderson, George",1885-06-03,168,80
"Sadler, Jim",1886-07-28,168,72
"Sharp, Jim",1882-05-17,179,83
"Cross, Harrie",1893-02-26,173,NA
"Cody, Matt",1895-02-28,174,NA
"Oram, Les",1893-03-18,178,NA
"Minogue, Dan",1891-09-04,180,87
"Yates, Percy",1894-10-03,177,78
"Carkeek, Vernon",1893-02-13,169,NA
"Rowell, Ted",1876-06-15,178,80
"Rowan, Paddy",1889-05-28,179,78
"Mortimer, Sam",1892-11-18,180,71
"Kerley, Harry",1894-12-12,178,73
"Whitling, Arthur",1892-06-05,178,67
"Gibb, Percy",1881-12-06,178,72
"Cordner, Alan",1890-05-06,183,80
"Pollard, Tom",1894-07-07,177,72
"Hislop, Max",1895-08-25,178,76
"McIvor, Duncan",1884-11-11,179,NA
"Rush, Bryan",1893-04-02,178,75
"Huntington, Les",1892-05-14,180,75
"Mutch, Charlie",1893-08-31,180,77
"Gibb, Reg",1892-11-10,178,72
"Goodall, George",1891-07-10,NA,NA
"Dufty, Colin",1889-11-29,170,NA
"Fielding, Fred",1889-09-06,170,68
"Suares, Cyril",1888-06-02,170,68
"Gray, Roy",1892-10-31,178,NA
"Shorten, Jack",1887-11-30,183,83
"McDonald, Bert",1890-03-12,168,68
"Gilchrist, Paddy",1889-11-10,171,NA
"Wilkinson, Art",1888-08-15,179,78
"Ambler, Jim",1887-08-23,178,NA
"Mounsey, Lance",1890-06-02,177,78
"Seaton, Jimmy",1891-05-25,173,NA
"Ryan, Dave",1885-01-23,178,86
"Cockram, Tommy",1890-02-26,178,79
"Prendergast, Ted",1893-08-20,179,NA
"Gibb, Len",1888-10-08,178,71
"Parkinson, Fred",1884-01-27,184,NA
"Cooke, Bill",1883-02-14,NA,NA
"Jackson, Victor",1889-04-09,185,NA
"Baxter, Tom",1884-02-23,173,73
"Vernon, Dick",1878-12-28,170,NA
"Thomas, Eddie",1891-06-24,NA,NA
"Dummett, Charlie",1891-01-09,175,NA
"Angus, George",1875-04-15,180,85
"Hammond, Billy",1887-10-25,178,82
"ODonoghue, Dave",1885-07-11,179,NA
"Jones, Horrie",1888-06-10,180,NA
"Sheehan, Jack",1890-05-29,175,NA
"Norris, Charlie",1881-07-23,178,80
"Oliver, Norm",1885-11-14,175,72
"Heatley, Bill",1886-03-13,187,92
"Holmes, Billy",1890-01-26,175,NA
"Somer, John",1891-04-22,174,NA
"Daykin, Richard",1887-01-07,171,NA
"Scaddan, Joe",1886-08-01,179,NA
"Strachan, Bob",1886-05-21,183,80
"Herbert, Marshall",1877-08-03,179,NA
"Dummett, Alf",1880-12-08,177,NA
"Crisp, Roy",1890-09-30,177,NA
"Hackett, Charlie",1885-04-16,174,NA
"Harper, Ned",1883-12-10,175,NA
"Duff, Andy",1890-05-22,NA,NA
"Freeman, Artie",1887-09-17,173,NA
"Burleigh, Wal",1886-06-07,179,NA
"Campbell, Sam",1891-03-12,165,NA
"McDougall, Bertie",1890-01-17,180,NA
"Nash, Bob",1884-04-22,178,NA
"Baxter, Jim",1887-10-08,168,70
"Wilcher, Frank",1883-08-10,178,NA
"McKnight, Bert",1883-12-01,173,NA
"Bailes, Ernie",1888-06-18,161,NA
"Pannam, Albert",1882-07-02,170,72
"Diggle, Graham",1889-03-13,180,83
"Bristow, Lindsay",1888-03-30,171,NA
"Leach, Arthur",1876-03-02,185,86
"Dunstan, Alex",1885-07-14,174,NA
"Gyton, Harold",1884-03-21,180,NA
"Holland, Tom",1885-09-15,179,81
"Lees, Harry",1890-04-28,NA,NA
"Rush, Bob",1880-10-09,177,NA
"Drohan, Eddie",1876-07-17,171,NA
"Pears, Harry",1877-07-28,170,NA
"Carden, Bill",1886-05-24,177,NA
"Green, George",1882-08-05,174,NA
"Ryan, Mick",1882-06-23,180,84
"Hay, Johnny",1886-04-21,179,NA
"Rudduck, Ernie",1884-03-14,175,NA
"Wright, Tom",1882-08-23,174,NA
"Holland, Alex",1884-04-19,175,NA
"Cheffers, Herbert",1883-11-26,NA,NA
"Worle, Tommy",1885-01-21,174,NA
"Monohan, Jack",1873-08-21,184,82
"Stancliffe, Fred",1885-10-21,185,85
"Abbott, Clarrie",1888-11-09,171,NA
"Pleasents, Orm",1882-11-10,179,78
"Pannam, Charlie",1874-10-02,173,80
"Reitman, Bert",1887-10-09,180,72
"Hambridge, Vic",1886-10-05,NA,NA
"Condon, Dick",1876-03-19,180,72
"Incoll, Jack",1879-02-14,174,NA
"Hyman, Oscar",1877-11-25,180,NA
"Fraser, Don",1882-09-09,179,81
"Nelson, Tom",1883-02-03,NA,NA
"Punch, Bill",1885-06-13,168,NA
"Proudfoot, Bill",1868-06-11,184,102
"Gaudion, Frank",1882-06-22,NA,NA
"Michael, Robert",1879-06-13,184,NA
"Bowden, Bob",1887-03-29,168,68
"Fell, Matthew",1875-08-23,180,NA
"Marsh, George",1884-12-31,173,NA
"Ogden, Percy",1886-02-24,170,70
"Homan, Bill",1880-12-25,NA,NA
"Lockwood, Teddy",1872-12-06,177,NA
"Tulloch, Lardie",1871-04-15,179,NA
"Hailwood, Frank",1873-04-03,184,NA
"Lawson, Ivor",1883-05-02,178,74
"Belcher, Allan",1884-12-02,179,86
"Addison, Jim",1884-01-01,180,NA
"McConechy, Grahame",1880-06-06,182,NA
"Neil, Harry",1882-09-13,178,73
"Lockwood, George",1872-12-06,178,NA
"McDougall, Darcy",1886-04-16,177,NA
"Burns, Bob",1884-06-03,NA,NA
"Sykes, Wally",1881-05-02,170,NA
"McCormack, Con",1877-11-25,177,NA
"Leach, Ted",1883-04-24,182,NA
"Ayling, Bill",1878-07-26,NA,NA
"Leach, Fred",1878-03-06,183,83
"Blair, Jim",1874-02-23,173,NA
"Dunn, Johnny",1878-06-14,NA,NA
"McKean, Jim",1884-08-02,NA,NA
"Allan, John",1879-10-26,NA,NA
"Wilmot, Percy",1881-02-17,174,NA
"Carmody, Tom",1880-02-10,NA,NA
"Farrell, Jack",1872-01-03,NA,NA
"Boyack, Alf",1877-09-05,168,NA
"Tame, Alby",1877-07-16,177,NA
"Smith, Archie",1872-02-16,178,72
"Dow, Charlie",1874-01-12,NA,NA
"Morgan, Leo",1879-09-19,NA,NA
"McCulloch, Bill",1872-11-07,180,NA
"Martin, Peter",1875-07-24,168,66
"Bryce, Bob",1879-07-07,NA,NA
"Gregory, Jim",1876-02-13,180,NA
"Blundell, George",1879-06-30,169,NA
"Sime, Charlie",1871-08-03,170,NA
"Robson, Artie",1878-03-29,179,NA
"Ashman, George",1879-08-29,NA,NA
"Knell, Harry",1880-11-10,183,NA
"OBrien, Bill",1877-03-23,NA,NA
"Williams, George",1871-04-30,NA,NA
"Rouse, Joe",1883-05-13,NA,NA
"Kay, Fred",1878-09-29,179,NA
"Watsford, Doug",1876-02-27,184,NA
"Absolom, Ted",1875-08-30,170,NA
"McLean, Tom",1876-07-07,180,82
"Brennan, Owen",1877-08-18,184,NA
"Parish, John",1875-09-18,179,NA
"Walsh, Albert",1877-01-31,169,NA
"Carmichael, Bob",1882-02-11,NA,NA
"Langtree, Charles",1883-04-23,182,NA
"Duncan, Roland",1879-02-06,175,71
"Lyons, Johnny",1876-01-15,NA,NA
"Burke, Ted",1877-07-18,NA,NA
"Cleary, Pat",1874-02-05,169,NA
"Dowdall, Harry",1872-06-29,NA,NA
"Watsford, Stan",1874-01-28,180,NA
"Harris, Eddie",1879-06-30,NA,NA
"Catlin, Alf",1875-08-18,NA,NA
"Fell, Wilfred",1879-04-15,182,NA
"Gillard, Wal",1874-07-10,NA,NA
"Denning, Jack",1875-04-17,182,NA
"Hellwig, Herman",1875-06-30,NA,NA
"Ryan, Jimmy",1879-03-01,173,71
"Geddes, Jack",1868-02-04,174,NA
"Kennedy, Bill",1875-08-03,NA,NA
"Fitzgerald, Pat",1874-03-12,NA,NA
"Stranger, Bill",1871-10-27,NA,NA
"Lynch, Mick",1878-05-12,173,NA
"Callesen, George",1874-08-24,NA,NA
"Gibbs, Arthur",1872-12-28,174,NA
"McCubbin, Bobby",1868-06-16,NA,NA
"Lee, Tom",1874-12-11,NA,NA
"Strickland, Billy",1864-08-17,175,NA
"Johnson, Herb",1879-11-02,174,NA
"Dowdall, Jim",1867-08-08,NA,NA
"Flaherty, Danny",1873-03-19,180,NA
"Paterson, Tom",1874-10-26,NA,NA
"Hall, Dick",1872-11-20,NA,NA
"Poole, Dick",1872-07-29,NA,NA
"Heppell, Dyson",1992-05-14,189,84
"Merrett, Zach",1995-10-03,180,83
"Parish, Darcy",1997-07-25,181,77
"McGrath, Andrew",1998-06-02,178,83
"Langford, Kyle",1996-12-01,191,87
"Laverde, Jayden",1996-04-12,191,91
"Redman, Mason",1997-08-26,187,87
"Stringer, Jake",1994-04-25,192,95
"Guelfi, Matt",1997-08-14,184,85
"Shiel, Dylan",1993-03-09,182,83
"Perkins, Archie",2002-03-26,185,87
"Draper, Sam",1998-09-28,203,107
"Durham, Sam",2001-07-09,185,75
"Caldwell, Jye",2000-09-28,183,82
"Martin, Nic",2001-04-03,190,86
"Jones, Harry",2001-02-25,194,75
"Hobbs, Ben",2003-09-16,183,79
"McKay, Ben",1997-12-24,201,95
"Gresham, Jade",1997-08-24,179,79
"Bryan, Nick",2001-10-22,202,87
"Caddy, Nate",2005-07-14,193,88
"Roberts, Archie",2005-11-18,184,79
"Menzie, Jye",2002-10-28,180,81
"Weideman, Sam",1997-06-26,195,97
"Cox, Nik",2002-01-15,199,82
"Davey, Alwyn",2004-02-26,181,77
"Duursma, Xavier",2000-07-07,186,73
"Ridley, Jordan",1998-10-20,192,91
"Wright, Peter",1996-09-08,203,103
"Goldstein, Todd",1988-07-01,201,103
"Hind, Nick",1994-08-19,180,71
"Tsatas, Elijah",2004-10-18,187,80
"Reid, Zach",2002-03-02,202,82
"McDonald-Tipungwuti, Anthony",1993-04-22,171,77
"Snelling, Will",1997-08-06,175,70
"Zerk-Thatcher, Brandon",1998-08-25,195,86
"Baldwin, Kaine",2002-05-30,193,95
"DAmbrosio, Massimo",2003-06-05,178,80
"Hurley, Michael",1990-06-01,192,94
"Stewart, James",1994-03-04,199,96
"Ham, Brayden",1999-04-25,181,70
"Waterman, Alec",1996-08-19,183,89
"Smith, Devon",1993-05-20,174,77
"Wanganeen, Tex",2003-10-10,179,78
"Francis, Aaron",1997-08-10,192,90
"Lord, Alastair",2003-11-26,181,75
"Gleeson, Martin",1994-08-25,191,84
"Clarke, Dylan",1998-09-06,186,85
"Zaharakis, David",1990-02-21,180,79
"Hooker, Cale",1988-10-13,198,103
"Cahill, Ned",2001-01-11,178,77
"Ambrose, Patrick",1991-09-01,191,92
